V2,V81,V84,V297,V417,V420,V497,V601,V713,V721,V86,V103,V104,V370,V6,V868,V7,V172,V279,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V610
1488,MAENNLICH,42,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1389,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,27.17,FAST NIE,FAST NIE,OFT,MANCHMAL,FAST NIE,NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,NIE,.._duplicated_9
1489,WEIBLICH,21,LEDIG,NA,NA,777,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,ARBEITSLOS,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.83,MANCHMAL,OFT,MANCHMAL,FAST NIE,NIE,NIE,MANCHMAL,NIE,MANCHMAL,NIE,NIE,.._duplicated_8
1490,WEIBLICH,41,GESCHIEDEN,1600,1500 - 1749 EURO,889,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,27.55,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,NIE,NIE,NIE,NIE,MANCHMAL,NIE,NIE,.._duplicated_4
1491,MAENNLICH,24,LEDIG,1200,1125 - 1249 EURO,1200,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,26.22,IMMER,MANCHMAL,MANCHMAL,OFT,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,.._duplicated_6
1492,MAENNLICH,46,VERHEIRAT.ZUSAM.LEB.,NA,1000 - 1124 EURO,1400,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,24.98,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,NIE,MANCHMAL,MANCHMAL,OFT,FAST NIE,NIE,GANZ ZUFRIEDEN
1493,WEIBLICH,49,LEDIG,NA,300 - 399 EURO,350,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,HAMBURG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,39.44,FAST NIE,OFT,MANCHMAL,FAST NIE,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_4
1494,WEIBLICH,32,VERHEIRAT.ZUSAM.LEB.,730,625 - 749 EURO,1319,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.HALBTAGS,ANGESTELLTER,EHEM.JUGOSLAWIEN,NEIN,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.2,OFT,MANCHMAL,FAST NIE,OFT,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,.._duplicated_8
1495,WEIBLICH,57,VERH.GETRENNT LEBEND,1000,1000 - 1124 EURO,1583,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ERWERBSUNFAEHIG,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,MITTELSCHICHT,21.77,OFT,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_7
1496,WEIBLICH,45,VERH.GETRENNT LEBEND,750,750 - 874 EURO,957,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.41,OFT,MANCHMAL,OFT,OFT,NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_6
1497,WEIBLICH,22,LEDIG,1400,1375 - 1499 EURO,2800,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,21.95,OFT,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,FAST NIE,.._duplicated_8
1498,WEIBLICH,44,GESCHIEDEN,900,875 - 999 EURO,800,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,28.84,IMMER,FAST NIE,FAST NIE,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1499,WEIBLICH,58,GESCHIEDEN,1700,1500 - 1749 EURO,1700,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,26.29,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,MANCHMAL,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1500,WEIBLICH,61,VERHEIRAT.ZUSAM.LEB.,NA,NA,1333,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,"HAUSFRAU,-MANN",MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,23.31,MANCHMAL,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1501,WEIBLICH,18,LEDIG,300,300 - 399 EURO,NA,AND.NICHT-CHRISTLICH,NA,NA,HOCHSCHULREIFE,NEBENHER BERUFSTAE.,NA,TUERKEI,NEIN,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,22.04,IMMER,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_6
1502,MAENNLICH,64,VERHEIRAT.ZUSAM.LEB.,1400,1375 - 1499 EURO,933,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,ITALIEN,NEIN,HESSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,30.45,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1503,MAENNLICH,54,VERHEIRAT.ZUSAM.LEB.,1612,1500 - 1749 EURO,1533,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.09,MANCHMAL,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1504,MAENNLICH,33,LEDIG,2100,2000 - 2249 EURO,NA,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.15,MANCHMAL,FAST NIE,OFT,OFT,NIE,NIE,OFT,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_8
1505,WEIBLICH,24,LEDIG,1800,1750 - 1999 EURO,2467,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,20.55,OFT,MANCHMAL,FAST NIE,OFT,NIE,NIE,NIE,NIE,FAST NIE,FAST NIE,MANCHMAL,.._duplicated_9
1506,WEIBLICH,56,VERHEIRAT.ZUSAM.LEB.,1750,1750 - 1999 EURO,3333,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ARBEITER,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.31,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,.._duplicated_7
1507,MAENNLICH,68,VERHEIRAT.ZUSAM.LEB.,NA,3000 - 3999 EURO,3000,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,34.88,MANCHMAL,MANCHMAL,OFT,IMMER,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1508,WEIBLICH,42,VERHEIRAT.ZUSAM.LEB.,495,400 - 499 EURO,1429,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,27.85,OFT,MANCHMAL,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_6
1509,MAENNLICH,46,VERHEIRAT.ZUSAM.LEB.,2700,2500 - 2749 EURO,1905,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,FACHHOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,31.01,OFT,NIE,FAST NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,NIE,FAST NIE,MANCHMAL,.._duplicated_8
1510,MAENNLICH,25,LEDIG,2400,2250 - 2499 EURO,2400,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.38,OFT,MANCHMAL,FAST NIE,OFT,NIE,IMMER,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1511,MAENNLICH,62,GESCHIEDEN,700,625 - 749 EURO,700,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,27.78,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,.._duplicated_6
1512,WEIBLICH,35,VERHEIRAT.ZUSAM.LEB.,2200,2000 - 2249 EURO,2826,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,41.02,NIE,NIE,IMMER,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1513,WEIBLICH,23,LEDIG,NA,NA,NA,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BREMEN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.27,OFT,FAST NIE,IMMER,OFT,MANCHMAL,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1514,WEIBLICH,78,VERHEIRAT.ZUSAM.LEB.,950,875 - 999 EURO,1133,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,23.59,FAST NIE,FAST NIE,OFT,MANCHMAL,OFT,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,.._duplicated_8
1515,MAENNLICH,55,GESCHIEDEN,611,500 - 624 EURO,600,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,27.73,NIE,NIE,OFT,MANCHMAL,FAST NIE,IMMER,MANCHMAL,MANCHMAL,OFT,OFT,OFT,.._duplicated_5
1516,MAENNLICH,23,LEDIG,1200,1125 - 1249 EURO,2600,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,"SCHUELER, STUDENT",HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,18.83,MANCHMAL,MANCHMAL,MANCHMAL,OFT,FAST NIE,NIE,NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_8
1517,MAENNLICH,72,VERHEIRAT.ZUSAM.LEB.,600,500 - 624 EURO,1000,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,UNTERSCHICHT,25.26,MANCHMAL,FAST NIE,OFT,FAST NIE,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,FAST NIE,.._duplicated_3
1518,MAENNLICH,39,LEDIG,2000,2000 - 2249 EURO,2467,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,29.65,FAST NIE,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1519,WEIBLICH,28,GESCHIEDEN,465,400 - 499 EURO,567,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,UNTERSCHICHT,24.57,OFT,MANCHMAL,MANCHMAL,MANCHMAL,OFT,FAST NIE,MANCHMAL,MANCHMAL,OFT,OFT,MANCHMAL,.._duplicated_6
1520,WEIBLICH,78,VERWITWET,1800,1750 - 1999 EURO,1800,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,MITTELSCHICHT,29.71,FAST NIE,OFT,MANCHMAL,MANCHMAL,OFT,OFT,MANCHMAL,OFT,MANCHMAL,MANCHMAL,FAST NIE,.._duplicated_8
1521,MAENNLICH,33,LEDIG,2400,2250 - 2499 EURO,1333,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,"HAUSFRAU,-MANN","VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,21.5,MANCHMAL,NIE,MANCHMAL,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1522,WEIBLICH,78,VERHEIRAT.ZUSAM.LEB.,900,875 - 999 EURO,1167,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.04,NIE,MANCHMAL,OFT,FAST NIE,NIE,OFT,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1523,MAENNLICH,48,VERHEIRAT.ZUSAM.LEB.,2000,2000 - 2249 EURO,1200,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,33.26,MANCHMAL,MANCHMAL,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1524,WEIBLICH,35,LEDIG,800,750 - 874 EURO,1067,KEINER RELIGIONSGEM.,ERWERBSTAETIG,"SCHUELER, STUDENT",HOCHSCHULREIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,ARBEITERSCHICHT,18.14,OFT,OFT,FAST NIE,FAST NIE,FAST NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,FAST NIE,.._duplicated_4
1525,MAENNLICH,25,LEDIG,850,750 - 874 EURO,850,ROEMISCH-KATHOLISCH,NA,NA,HOCHSCHULREIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.14,FAST NIE,MANCHMAL,IMMER,MANCHMAL,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1526,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,2400,2250 - 2499 EURO,1600,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,21.97,OFT,OFT,FAST NIE,OFT,IMMER,FAST NIE,MANCHMAL,MANCHMAL,OFT,OFT,NIE,.._duplicated_8
1527,WEIBLICH,24,LEDIG,378,300 - 399 EURO,378,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ARBEITSLOS,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,UNTERSCHICHT,25.48,MANCHMAL,MANCHMAL,OFT,OFT,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1528,MAENNLICH,58,GESCHIEDEN,850,750 - 874 EURO,850,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,ERWERBSUNFAEHIG,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.48,FAST NIE,OFT,FAST NIE,FAST NIE,OFT,OFT,OFT,OFT,NIE,NIE,OFT,.._duplicated_3
1529,MAENNLICH,50,LEDIG,386,300 - 399 EURO,NA,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ARBEITSLOS,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,UNTERSCHICHT,28.39,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,..
1530,WEIBLICH,63,VERWITWET,1500,1500 - 1749 EURO,1500,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,41.14,NIE,MANCHMAL,OFT,FAST NIE,OFT,IMMER,MANCHMAL,OFT,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_6
1531,WEIBLICH,63,VERHEIRAT.ZUSAM.LEB.,950,875 - 999 EURO,1267,KEINER RELIGIONSGEM.,NA,NA,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,30.46,NIE,NIE,OFT,FAST NIE,MANCHMAL,NIE,OFT,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1532,MAENNLICH,36,VERHEIRAT.ZUSAM.LEB.,1500,1500 - 1749 EURO,1333,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,25.69,OFT,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_7
1533,MAENNLICH,20,LEDIG,250,200 - 299 EURO,NA,EVANG.OHNE FREIKIRCH,NIE ERWERBSTAETIG,"SCHUELER, STUDENT",NOCH SCHUELER,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,35.92,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,NIE,FAST NIE,MANCHMAL,FAST NIE,OFT,FAST NIE,MANCHMAL,.._duplicated_5
1534,WEIBLICH,63,VERH.GETRENNT LEBEND,450,400 - 499 EURO,450,AND.NICHT-CHRISTLICH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,VIETNAM,NEIN,BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.78,FAST NIE,FAST NIE,OFT,MANCHMAL,OFT,NIE,OFT,OFT,NIE,NIE,NIE,.._duplicated_6
1535,WEIBLICH,70,VERHEIRAT.ZUSAM.LEB.,800,750 - 874 EURO,1333,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,25.48,FAST NIE,MANCHMAL,OFT,FAST NIE,MANCHMAL,NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,NIE,.._duplicated_8
1536,MAENNLICH,27,LEDIG,1200,1125 - 1249 EURO,1750,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,36.07,FAST NIE,FAST NIE,OFT,OFT,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1537,MAENNLICH,58,GESCHIEDEN,1130,1125 - 1249 EURO,1130,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,22.22,FAST NIE,NIE,OFT,MANCHMAL,NIE,NIE,MANCHMAL,FAST NIE,NIE,NIE,MANCHMAL,.._duplicated_8
1538,WEIBLICH,27,VERHEIRAT.ZUSAM.LEB.,NA,NA,319,KEINER RELIGIONSGEM.,NIE ERWERBSTAETIG,"AZUBI, ETC.",HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,18.69,MANCHMAL,MANCHMAL,MANCHMAL,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_5
1539,WEIBLICH,50,VERHEIRAT.ZUSAM.LEB.,2700,2500 - 2749 EURO,2000,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,22.32,IMMER,NIE,NIE,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1540,WEIBLICH,76,VERHEIRAT.ZUSAM.LEB.,650,625 - 749 EURO,933,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,27.06,NIE,MANCHMAL,OFT,FAST NIE,MANCHMAL,NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_6
1541,MAENNLICH,21,LEDIG,NA,NA,NA,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ARBEITSLOS,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,21.48,MANCHMAL,NIE,MANCHMAL,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1542,MAENNLICH,49,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1923,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,LANDWIRT,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.76,FAST NIE,NIE,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1543,MAENNLICH,39,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1905,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,25.88,OFT,FAST NIE,OFT,OFT,MANCHMAL,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_9
1544,WEIBLICH,74,VERHEIRAT.ZUSAM.LEB.,1500,1500 - 1749 EURO,1500,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,MITTELSCHICHT,21.48,MANCHMAL,FAST NIE,OFT,MANCHMAL,MANCHMAL,NIE,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,NIE,.._duplicated_5
